domain,week,visits,year
3dprint.nih.gov,16,2100,2021
3dprint.nih.gov,17,4643,2021
3dprint.nih.gov,18,4465,2021
3dprint.nih.gov,19,4003,2021
3dprint.nih.gov,20,4003,2021
3dprint.nih.gov,21,3710,2021
3dprint.nih.gov,22,3425,2021
3dprint.nih.gov,23,3658,2021
3dprint.nih.gov,24,3391,2021
3dprint.nih.gov,25,3191,2021
3dprint.nih.gov,26,3391,2021
3dprint.nih.gov,27,3145,2021
3dprint.nih.gov,28,3247,2021
3dprint.nih.gov,29,3969,2021
3dprint.nih.gov,30,3320,2021
3dprint.nih.gov,31,3557,2021
3dprint.nih.gov,32,3485,2021
3dprint.nih.gov,33,3326,2021
3dprint.nih.gov,34,3466,2021
3dprint.nih.gov,35,3567,2021
3dprint.nih.gov,36,3793,2021
3dprint.nih.gov,37,3726,2021
3dprint.nih.gov,38,3744,2021
3dprint.nih.gov,39,3897,2021
3dprint.nih.gov,40,3816,2021
3dprint.nih.gov,41,3953,2021
3dprint.nih.gov,42,4959,2021
3dprint.nih.gov,43,3824,2021
3dprint.nih.gov,44,4270,2021
3dprint.nih.gov,45,4535,2021
3dprint.nih.gov,46,4288,2021
3dprint.nih.gov,47,4155,2021
3dprint.nih.gov,48,4828,2021
3dprint.nih.gov,49,4648,2021
3dprint.nih.gov,50,4267,2021
3dprint.nih.gov,51,4230,2021
3dprint.nih.gov,52,4462,2021
4innovation-dev.cms.gov,26,216,2021
4innovation-impl.cms.gov,5,228,2021
4innovation-impl.cms.gov,8,272,2021
4innovation-impl.cms.gov,20,107,2021
4innovation-impl.cms.gov,28,116,2021
4innovation-impl.cms.gov,29,275,2021
4innovation-impl.cms.gov,45,209,2021
4innovation-impl.cms.gov,49,153,2021
4innovation-test.cms.gov,1,1030,2021
4innovation-test.cms.gov,2,951,2021
4innovation-test.cms.gov,3,845,2021
4innovation-test.cms.gov,4,889,2021
4innovation-test.cms.gov,5,941,2021
4innovation-test.cms.gov,6,297,2021
4innovation-test.cms.gov,7,312,2021
4innovation-test.cms.gov,8,374,2021
4innovation-test.cms.gov,9,149,2021
4innovation-test.cms.gov,10,591,2021
4innovation-test.cms.gov,11,444,2021
4innovation-test.cms.gov,13,223,2021
4innovation-test.cms.gov,14,445,2021
4innovation-test.cms.gov,15,222,2021
4innovation-test.cms.gov,16,545,2021
4innovation-test.cms.gov,17,526,2021
4innovation-test.cms.gov,19,374,2021
4innovation-test.cms.gov,20,270,2021
4innovation-test.cms.gov,21,668,2021
4innovation-test.cms.gov,23,650,2021
4innovation-test.cms.gov,24,107,2021
4innovation-test.cms.gov,26,205,2021
4innovation-test.cms.gov,27,206,2021
4innovation-test.cms.gov,28,405,2021
4innovation-test.cms.gov,29,534,2021
4innovation-test.cms.gov,30,101,2021
4innovation-test.cms.gov,31,234,2021
4innovation-test.cms.gov,32,220,2021
4innovation-test.cms.gov,33,129,2021
4innovation-test.cms.gov,35,270,2021
4innovation-test.cms.gov,36,477,2021
4innovation-test.cms.gov,37,281,2021
4innovation-test.cms.gov,38,103,2021
4innovation-test.cms.gov,40,356,2021
4innovation-test.cms.gov,43,102,2021
4innovation-test.cms.gov,45,121,2021
4innovation-test.cms.gov,46,110,2021
4innovation-test.cms.gov,47,136,2021
4innovation-test.cms.gov,48,104,2021
4innovation-test.cms.gov,50,142,2021
4innovation-test.cms.gov,52,230,2021
4innovation.cms.gov,1,909,2021
4innovation.cms.gov,2,1336,2021
4innovation.cms.gov,3,119,2021
4innovation.cms.gov,4,223,2021
4innovation.cms.gov,5,759,2021
4innovation.cms.gov,6,671,2021
4innovation.cms.gov,7,1391,2021
4innovation.cms.gov,8,1324,2021
4innovation.cms.gov,9,1446,2021
4innovation.cms.gov,10,1182,2021
4innovation.cms.gov,11,1692,2021
4innovation.cms.gov,12,1605,2021
4innovation.cms.gov,13,1459,2021
4innovation.cms.gov,14,1593,2021
4innovation.cms.gov,15,1933,2021
4innovation.cms.gov,16,1465,2021
4innovation.cms.gov,17,1254,2021
4innovation.cms.gov,18,1371,2021
4innovation.cms.gov,19,1347,2021
4innovation.cms.gov,20,1251,2021
4innovation.cms.gov,21,1320,2021
