domain,week,year,visits
4innovation-dev.cms.gov,47,2020,129
4innovation-impl.cms.gov,29,2020,117
4innovation-impl.cms.gov,49,2020,124
4innovation-impl.cms.gov,51,2020,107
4innovation-test.cms.gov,29,2020,107
4innovation-test.cms.gov,42,2020,117
4innovation-test.cms.gov,43,2020,132
4innovation-test.cms.gov,44,2020,224
4innovation-test.cms.gov,45,2020,109
4innovation-test.cms.gov,46,2020,232
4innovation-test.cms.gov,48,2020,110
4innovation-test.cms.gov,49,2020,519
4innovation-test.cms.gov,50,2020,1097
4innovation-test.cms.gov,51,2020,583
4innovation-test.cms.gov,52,2020,542
4innovation-test.cms.gov,53,2020,207
4innovation.cms.gov,31,2020,442
4innovation.cms.gov,32,2020,743
4innovation.cms.gov,33,2020,715
4innovation.cms.gov,34,2020,913
4innovation.cms.gov,35,2020,518
4innovation.cms.gov,37,2020,114
4innovation.cms.gov,38,2020,971
4innovation.cms.gov,39,2020,2061
4innovation.cms.gov,40,2020,1539
4innovation.cms.gov,41,2020,1324
4innovation.cms.gov,42,2020,1695
4innovation.cms.gov,43,2020,2299
4innovation.cms.gov,44,2020,1118
4innovation.cms.gov,45,2020,689
4innovation.cms.gov,46,2020,318
4innovation.cms.gov,47,2020,465
4innovation.cms.gov,49,2020,842
4innovation.cms.gov,50,2020,895
4innovation.cms.gov,51,2020,827
4innovation.cms.gov,52,2020,236
4innovation.cms.gov,53,2020,114
58000.nih.gov,34,2020,259
58000.nih.gov,35,2020,457
58000.nih.gov,36,2020,103
58000.nih.gov,37,2020,401
58000.nih.gov,38,2020,236
58000.nih.gov,39,2020,452
58000.nih.gov,40,2020,455
58000.nih.gov,41,2020,363
58000.nih.gov,42,2020,372
58000.nih.gov,43,2020,463
58000.nih.gov,44,2020,472
58000.nih.gov,45,2020,336
58000.nih.gov,46,2020,227
58000.nih.gov,47,2020,248
58000.nih.gov,48,2020,101
58000.nih.gov,49,2020,423
58000.nih.gov,50,2020,102
60plus.smokefree.gov,1,2020,113
60plus.smokefree.gov,3,2020,103
60plus.smokefree.gov,6,2020,115
60plus.smokefree.gov,7,2020,105
60plus.smokefree.gov,18,2020,103
60plus.smokefree.gov,28,2020,114
60plus.smokefree.gov,29,2020,123
60plus.smokefree.gov,34,2020,246
60plus.smokefree.gov,35,2020,328
60plus.smokefree.gov,36,2020,363
60plus.smokefree.gov,37,2020,101
60plus.smokefree.gov,38,2020,370
60plus.smokefree.gov,39,2020,588
60plus.smokefree.gov,40,2020,480
60plus.smokefree.gov,41,2020,356
60plus.smokefree.gov,42,2020,220
60plus.smokefree.gov,43,2020,432
60plus.smokefree.gov,44,2020,457
60plus.smokefree.gov,45,2020,640
60plus.smokefree.gov,46,2020,658
60plus.smokefree.gov,47,2020,363
60plus.smokefree.gov,48,2020,602
60plus.smokefree.gov,49,2020,426
60plus.smokefree.gov,52,2020,126
aasis.omha.hhs.gov,1,2020,692
aasis.omha.hhs.gov,2,2020,993
aasis.omha.hhs.gov,3,2020,1081
aasis.omha.hhs.gov,4,2020,997
aasis.omha.hhs.gov,5,2020,958
aasis.omha.hhs.gov,6,2020,1091
aasis.omha.hhs.gov,7,2020,1059
aasis.omha.hhs.gov,8,2020,1078
aasis.omha.hhs.gov,9,2020,1062
aasis.omha.hhs.gov,10,2020,1057
aasis.omha.hhs.gov,11,2020,1068
aasis.omha.hhs.gov,12,2020,928
aasis.omha.hhs.gov,13,2020,939
aasis.omha.hhs.gov,14,2020,936
aasis.omha.hhs.gov,15,2020,1087
aasis.omha.hhs.gov,16,2020,1022
aasis.omha.hhs.gov,17,2020,1025
aasis.omha.hhs.gov,18,2020,946
aasis.omha.hhs.gov,19,2020,947
aasis.omha.hhs.gov,20,2020,1095
aasis.omha.hhs.gov,21,2020,946
aasis.omha.hhs.gov,22,2020,806
aasis.omha.hhs.gov,23,2020,959
aasis.omha.hhs.gov,24,2020,968
aasis.omha.hhs.gov,25,2020,1037
aasis.omha.hhs.gov,26,2020,1024
aasis.omha.hhs.gov,27,2020,782
aasis.omha.hhs.gov,28,2020,1031
aasis.omha.hhs.gov,29,2020,1055
aasis.omha.hhs.gov,30,2020,1070
aasis.omha.hhs.gov,31,2020,1078
aasis.omha.hhs.gov,32,2020,1127
aasis.omha.hhs.gov,33,2020,1104
aasis.omha.hhs.gov,34,2020,1111
aasis.omha.hhs.gov,35,2020,1089
aasis.omha.hhs.gov,36,2020,1115
aasis.omha.hhs.gov,37,2020,957
aasis.omha.hhs.gov,38,2020,1252
aasis.omha.hhs.gov,39,2020,1097
aasis.omha.hhs.gov,40,2020,1110
aasis.omha.hhs.gov,41,2020,1012
aasis.omha.hhs.gov,42,2020,986
aasis.omha.hhs.gov,43,2020,966
aasis.omha.hhs.gov,44,2020,991
aasis.omha.hhs.gov,45,2020,1032
aasis.omha.hhs.gov,46,2020,1011
aasis.omha.hhs.gov,47,2020,1131
aasis.omha.hhs.gov,48,2020,509
aasis.omha.hhs.gov,49,2020,1047
aasis.omha.hhs.gov,50,2020,1061
aasis.omha.hhs.gov,51,2020,1072
aasis.omha.hhs.gov,52,2020,582
aasis.omha.hhs.gov,53,2020,700
access.fda.gov,35,2020,1042
access.fda.gov,36,2020,9935
access.fda.gov,37,2020,8824
access.fda.gov,38,2020,9716
access.fda.gov,39,2020,9366
access.fda.gov,40,2020,20079
access.fda.gov,41,2020,20392
access.fda.gov,42,2020,16355
access.fda.gov,43,2020,15806
access.fda.gov,44,2020,14630
access.fda.gov,45,2020,13820
access.fda.gov,46,2020,13536
access.fda.gov,47,2020,13632
access.fda.gov,48,2020,11443
access.fda.gov,49,2020,22197
access.fda.gov,50,2020,26536
access.fda.gov,51,2020,28622
access.fda.gov,52,2020,23135
access.fda.gov,53,2020,23394
accessdata.fda.gov,1,2020,224474
accessdata.fda.gov,2,2020,348946
accessdata.fda.gov,3,2020,364078
accessdata.fda.gov,4,2020,343923
accessdata.fda.gov,5,2020,362008
accessdata.fda.gov,6,2020,392155
accessdata.fda.gov,7,2020,404617
accessdata.fda.gov,8,2020,394839
accessdata.fda.gov,9,2020,442378
accessdata.fda.gov,10,2020,435720
accessdata.fda.gov,11,2020,424275
accessdata.fda.gov,12,2020,466500
accessdata.fda.gov,13,2020,592010
accessdata.fda.gov,14,2020,687702
accessdata.fda.gov,15,2020,642142
accessdata.fda.gov,16,2020,632383
accessdata.fda.gov,17,2020,646828
accessdata.fda.gov,18,2020,579957
accessdata.fda.gov,19,2020,554508
accessdata.fda.gov,20,2020,554881
accessdata.fda.gov,21,2020,512084
accessdata.fda.gov,22,2020,452974
accessdata.fda.gov,23,2020,461174
accessdata.fda.gov,24,2020,447207
accessdata.fda.gov,25,2020,470108
accessdata.fda.gov,26,2020,443646
accessdata.fda.gov,27,2020,401473
accessdata.fda.gov,28,2020,434700
accessdata.fda.gov,29,2020,434191
accessdata.fda.gov,30,2020,433442
accessdata.fda.gov,31,2020,445494
accessdata.fda.gov,32,2020,455919
accessdata.fda.gov,33,2020,419023
accessdata.fda.gov,34,2020,412716
accessdata.fda.gov,35,2020,430499
accessdata.fda.gov,36,2020,415119
accessdata.fda.gov,37,2020,406423
accessdata.fda.gov,38,2020,452115
accessdata.fda.gov,39,2020,450595
accessdata.fda.gov,40,2020,416509
accessdata.fda.gov,41,2020,455641
accessdata.fda.gov,42,2020,423727
accessdata.fda.gov,43,2020,440946
accessdata.fda.gov,44,2020,431682
accessdata.fda.gov,45,2020,420927
accessdata.fda.gov,46,2020,429176
accessdata.fda.gov,47,2020,441819
accessdata.fda.gov,48,2020,363444
accessdata.fda.gov,49,2020,448720
accessdata.fda.gov,50,2020,463684
accessdata.fda.gov,51,2020,416517
accessdata.fda.gov,52,2020,309514
accessdata.fda.gov,53,2020,268588
accessgudid.nlm.nih.gov,1,2020,22639
accessgudid.nlm.nih.gov,2,2020,33865
accessgudid.nlm.nih.gov,3,2020,33332
accessgudid.nlm.nih.gov,4,2020,33646
accessgudid.nlm.nih.gov,5,2020,35946
accessgudid.nlm.nih.gov,6,2020,35819
