domain,week,year,visits
3dprint.nih.gov,16,2021,2100
3dprint.nih.gov,17,2021,4643
3dprint.nih.gov,18,2021,4465
3dprint.nih.gov,19,2021,4003
3dprint.nih.gov,20,2021,4003
3dprint.nih.gov,21,2021,3710
3dprint.nih.gov,22,2021,3425
3dprint.nih.gov,23,2021,3658
3dprint.nih.gov,24,2021,3391
3dprint.nih.gov,25,2021,3191
3dprint.nih.gov,26,2021,3391
3dprint.nih.gov,27,2021,3145
3dprint.nih.gov,28,2021,3247
3dprint.nih.gov,29,2021,3969
3dprint.nih.gov,30,2021,3320
3dprint.nih.gov,31,2021,3557
3dprint.nih.gov,32,2021,3485
3dprint.nih.gov,33,2021,3326
3dprint.nih.gov,34,2021,3466
3dprint.nih.gov,35,2021,3567
3dprint.nih.gov,36,2021,3793
3dprint.nih.gov,37,2021,3726
3dprint.nih.gov,38,2021,3744
3dprint.nih.gov,39,2021,3897
3dprint.nih.gov,40,2021,3816
3dprint.nih.gov,41,2021,3953
3dprint.nih.gov,42,2021,4959
3dprint.nih.gov,43,2021,3824
3dprint.nih.gov,44,2021,4270
3dprint.nih.gov,45,2021,4535
3dprint.nih.gov,46,2021,4288
3dprint.nih.gov,47,2021,4155
3dprint.nih.gov,48,2021,4828
3dprint.nih.gov,49,2021,4648
3dprint.nih.gov,50,2021,4267
3dprint.nih.gov,51,2021,4230
3dprint.nih.gov,52,2021,4462
4innovation-dev.cms.gov,26,2021,216
4innovation-impl.cms.gov,5,2021,228
4innovation-impl.cms.gov,8,2021,272
4innovation-impl.cms.gov,20,2021,107
4innovation-impl.cms.gov,28,2021,116
4innovation-impl.cms.gov,29,2021,275
4innovation-impl.cms.gov,45,2021,209
4innovation-impl.cms.gov,49,2021,153
4innovation-test.cms.gov,1,2021,1030
4innovation-test.cms.gov,2,2021,951
4innovation-test.cms.gov,3,2021,845
4innovation-test.cms.gov,4,2021,889
4innovation-test.cms.gov,5,2021,941
4innovation-test.cms.gov,6,2021,297
4innovation-test.cms.gov,7,2021,312
4innovation-test.cms.gov,8,2021,374
4innovation-test.cms.gov,9,2021,149
4innovation-test.cms.gov,10,2021,591
4innovation-test.cms.gov,11,2021,444
4innovation-test.cms.gov,13,2021,223
4innovation-test.cms.gov,14,2021,445
4innovation-test.cms.gov,15,2021,222
4innovation-test.cms.gov,16,2021,545
4innovation-test.cms.gov,17,2021,526
4innovation-test.cms.gov,19,2021,374
4innovation-test.cms.gov,20,2021,270
4innovation-test.cms.gov,21,2021,668
4innovation-test.cms.gov,23,2021,650
4innovation-test.cms.gov,24,2021,107
4innovation-test.cms.gov,26,2021,205
4innovation-test.cms.gov,27,2021,206
4innovation-test.cms.gov,28,2021,405
4innovation-test.cms.gov,29,2021,534
4innovation-test.cms.gov,30,2021,101
4innovation-test.cms.gov,31,2021,234
4innovation-test.cms.gov,32,2021,220
4innovation-test.cms.gov,33,2021,129
4innovation-test.cms.gov,35,2021,270
4innovation-test.cms.gov,36,2021,477
4innovation-test.cms.gov,37,2021,281
4innovation-test.cms.gov,38,2021,103
4innovation-test.cms.gov,40,2021,356
4innovation-test.cms.gov,43,2021,102
4innovation-test.cms.gov,45,2021,121
4innovation-test.cms.gov,46,2021,110
4innovation-test.cms.gov,47,2021,136
4innovation-test.cms.gov,48,2021,104
4innovation-test.cms.gov,50,2021,142
4innovation-test.cms.gov,52,2021,230
4innovation.cms.gov,1,2021,909
4innovation.cms.gov,2,2021,1336
4innovation.cms.gov,3,2021,119
4innovation.cms.gov,4,2021,223
4innovation.cms.gov,5,2021,759
4innovation.cms.gov,6,2021,671
4innovation.cms.gov,7,2021,1391
4innovation.cms.gov,8,2021,1324
4innovation.cms.gov,9,2021,1446
4innovation.cms.gov,10,2021,1182
4innovation.cms.gov,11,2021,1692
4innovation.cms.gov,12,2021,1605
4innovation.cms.gov,13,2021,1459
4innovation.cms.gov,14,2021,1593
4innovation.cms.gov,15,2021,1933
4innovation.cms.gov,16,2021,1465
4innovation.cms.gov,17,2021,1254
4innovation.cms.gov,18,2021,1371
4innovation.cms.gov,19,2021,1347
4innovation.cms.gov,20,2021,1251
4innovation.cms.gov,21,2021,1320
4innovation.cms.gov,22,2021,1227
4innovation.cms.gov,23,2021,2028
4innovation.cms.gov,24,2021,2117
4innovation.cms.gov,25,2021,2106
4innovation.cms.gov,26,2021,1826
4innovation.cms.gov,27,2021,1486
4innovation.cms.gov,28,2021,1819
4innovation.cms.gov,29,2021,1903
4innovation.cms.gov,30,2021,2061
4innovation.cms.gov,31,2021,1554
4innovation.cms.gov,32,2021,1767
4innovation.cms.gov,33,2021,1685
4innovation.cms.gov,34,2021,5795
4innovation.cms.gov,35,2021,8116
4innovation.cms.gov,36,2021,6571
4innovation.cms.gov,37,2021,5929
4innovation.cms.gov,38,2021,5020
4innovation.cms.gov,39,2021,5353
4innovation.cms.gov,40,2021,2308
4innovation.cms.gov,41,2021,2628
4innovation.cms.gov,42,2021,3973
4innovation.cms.gov,43,2021,3207
4innovation.cms.gov,44,2021,3475
4innovation.cms.gov,45,2021,4162
4innovation.cms.gov,46,2021,3161
4innovation.cms.gov,47,2021,1846
4innovation.cms.gov,48,2021,2582
4innovation.cms.gov,49,2021,2945
4innovation.cms.gov,50,2021,4141
4innovation.cms.gov,51,2021,2570
4innovation.cms.gov,52,2021,1935
58000.nih.gov,1,2021,113
58000.nih.gov,2,2021,127
58000.nih.gov,3,2021,103
58000.nih.gov,4,2021,217
58000.nih.gov,5,2021,118
58000.nih.gov,7,2021,134
58000.nih.gov,8,2021,221
58000.nih.gov,9,2021,112
58000.nih.gov,10,2021,221
58000.nih.gov,11,2021,116
58000.nih.gov,12,2021,527
58000.nih.gov,13,2021,217
58000.nih.gov,14,2021,104
58000.nih.gov,15,2021,109
58000.nih.gov,16,2021,103
58000.nih.gov,17,2021,101
58000.nih.gov,18,2021,375
58000.nih.gov,19,2021,101
58000.nih.gov,20,2021,110
58000.nih.gov,21,2021,449
58000.nih.gov,22,2021,338
58000.nih.gov,23,2021,736
58000.nih.gov,24,2021,339
58000.nih.gov,25,2021,534
58000.nih.gov,26,2021,535
58000.nih.gov,27,2021,369
58000.nih.gov,28,2021,460
58000.nih.gov,29,2021,404
58000.nih.gov,30,2021,447
58000.nih.gov,31,2021,485
58000.nih.gov,32,2021,373
58000.nih.gov,33,2021,587
58000.nih.gov,34,2021,330
58000.nih.gov,35,2021,495
58000.nih.gov,36,2021,113
58000.nih.gov,37,2021,695
58000.nih.gov,38,2021,508
58000.nih.gov,39,2021,443
58000.nih.gov,40,2021,466
58000.nih.gov,41,2021,127
58000.nih.gov,42,2021,332
58000.nih.gov,43,2021,219
58000.nih.gov,44,2021,664
58000.nih.gov,45,2021,388
58000.nih.gov,46,2021,489
58000.nih.gov,47,2021,240
58000.nih.gov,48,2021,523
58000.nih.gov,49,2021,716
58000.nih.gov,50,2021,499
58000.nih.gov,51,2021,101
60plus.smokefree.gov,1,2021,302
60plus.smokefree.gov,2,2021,246
