date,report_name,report_agency,domain,visits
2022-12-31 00:00:00,second-level-domain,health-human-services,cdc.gov,1652624
2022-12-31 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1094678
2022-12-31 00:00:00,second-level-domain,health-human-services,healthcare.gov,284545
2022-12-31 00:00:00,second-level-domain,health-human-services,fda.gov,229163
2022-12-31 00:00:00,second-level-domain,health-human-services,covid.gov,158184
2022-12-31 00:00:00,second-level-domain,health-human-services,vaccines.gov,137520
2022-12-31 00:00:00,second-level-domain,health-human-services,cancer.gov,123962
2022-12-31 00:00:00,second-level-domain,health-human-services,medicare.gov,92841
2022-12-31 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,93479
2022-12-31 00:00:00,second-level-domain,health-human-services,cms.gov,39248
2022-12-31 00:00:00,second-level-domain,health-human-services,hhs.gov,39318
2022-12-31 00:00:00,second-level-domain,health-human-services,samhsa.gov,26584
2022-12-31 00:00:00,second-level-domain,health-human-services,vacunas.gov,26990
2022-12-31 00:00:00,second-level-domain,health-human-services,womenshealth.gov,21488
2022-12-31 00:00:00,second-level-domain,health-human-services,nih.gov,21143
2022-12-31 00:00:00,second-level-domain,health-human-services,genome.gov,18701
2022-12-31 00:00:00,second-level-domain,health-human-services,acl.gov,14679
2022-12-31 00:00:00,second-level-domain,health-human-services,health.gov,10966
2022-12-31 00:00:00,second-level-domain,health-human-services,medicaid.gov,10887
2022-12-31 00:00:00,second-level-domain,health-human-services,hiv.gov,10946
2022-12-31 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,8476
2022-12-31 00:00:00,second-level-domain,health-human-services,hrsa.gov,7032
2022-12-31 00:00:00,second-level-domain,health-human-services,grants.gov,6273
2022-12-31 00:00:00,second-level-domain,health-human-services,reproductiverights.gov,6174
2022-12-31 00:00:00,second-level-domain,health-human-services,ihs.gov,5915
2022-12-31 00:00:00,second-level-domain,health-human-services,ahrq.gov,5512
2022-12-31 00:00:00,second-level-domain,health-human-services,foodsafety.gov,5207
2022-12-31 00:00:00,second-level-domain,health-human-services,smokefree.gov,4773
2022-12-31 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,2506
2022-12-31 00:00:00,second-level-domain,health-human-services,stopbullying.gov,2505
2022-12-31 00:00:00,second-level-domain,health-human-services,fatherhood.gov,2478
2022-12-31 00:00:00,second-level-domain,health-human-services,findtreatment.gov,2403
2022-12-31 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,2345
2022-12-31 00:00:00,second-level-domain,health-human-services,childcare.gov,1715
2022-12-31 00:00:00,second-level-domain,health-human-services,youth.gov,1702
2022-12-31 00:00:00,second-level-domain,health-human-services,alzheimers.gov,1730
2022-12-31 00:00:00,second-level-domain,health-human-services,healthit.gov,1411
2022-12-31 00:00:00,second-level-domain,health-human-services,organdonor.gov,1134
2022-12-31 00:00:00,second-level-domain,health-human-services,usphs.gov,877
2022-12-31 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,653
2022-12-31 00:00:00,second-level-domain,health-human-services,simplereport.gov,290
2022-12-31 00:00:00,second-level-domain,health-human-services,girlshealth.gov,219
2022-12-31 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,181
2022-12-31 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,136
2022-12-31 00:00:00,second-level-domain,health-human-services,selectagents.gov,103
2022-12-30 00:00:00,second-level-domain,health-human-services,cdc.gov,2052599
2022-12-30 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1476476
2022-12-30 00:00:00,second-level-domain,health-human-services,healthcare.gov,347832
2022-12-30 00:00:00,second-level-domain,health-human-services,fda.gov,313978
2022-12-30 00:00:00,second-level-domain,health-human-services,covid.gov,203117
2022-12-30 00:00:00,second-level-domain,health-human-services,cancer.gov,181245
2022-12-30 00:00:00,second-level-domain,health-human-services,medicare.gov,163369
2022-12-30 00:00:00,second-level-domain,health-human-services,vaccines.gov,145911
2022-12-30 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,138237
2022-12-30 00:00:00,second-level-domain,health-human-services,cms.gov,106220
2022-12-30 00:00:00,second-level-domain,health-human-services,hhs.gov,61864
2022-12-30 00:00:00,second-level-domain,health-human-services,samhsa.gov,36711
2022-12-30 00:00:00,second-level-domain,health-human-services,vacunas.gov,30722
2022-12-30 00:00:00,second-level-domain,health-human-services,nih.gov,27732
2022-12-30 00:00:00,second-level-domain,health-human-services,womenshealth.gov,26689
2022-12-30 00:00:00,second-level-domain,health-human-services,genome.gov,24998
2022-12-30 00:00:00,second-level-domain,health-human-services,medicaid.gov,19756
2022-12-30 00:00:00,second-level-domain,health-human-services,acl.gov,17972
2022-12-30 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,16217
2022-12-30 00:00:00,second-level-domain,health-human-services,health.gov,15821
2022-12-30 00:00:00,second-level-domain,health-human-services,ihs.gov,15836
2022-12-30 00:00:00,second-level-domain,health-human-services,hiv.gov,14020
2022-12-30 00:00:00,second-level-domain,health-human-services,hrsa.gov,10010
2022-12-30 00:00:00,second-level-domain,health-human-services,grants.gov,10388
2022-12-30 00:00:00,second-level-domain,health-human-services,ahrq.gov,9150
2022-12-30 00:00:00,second-level-domain,health-human-services,reproductiverights.gov,5850
2022-12-30 00:00:00,second-level-domain,health-human-services,smokefree.gov,5324
2022-12-30 00:00:00,second-level-domain,health-human-services,foodsafety.gov,5546
2022-12-30 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,4789
2022-12-30 00:00:00,second-level-domain,health-human-services,fatherhood.gov,3390
2022-12-30 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3303
2022-12-30 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,2869
2022-12-30 00:00:00,second-level-domain,health-human-services,childcare.gov,2795
2022-12-30 00:00:00,second-level-domain,health-human-services,youth.gov,2495
2022-12-30 00:00:00,second-level-domain,health-human-services,findtreatment.gov,2375
2022-12-30 00:00:00,second-level-domain,health-human-services,alzheimers.gov,2132
2022-12-30 00:00:00,second-level-domain,health-human-services,healthit.gov,6126
2022-12-30 00:00:00,second-level-domain,health-human-services,organdonor.gov,1339
2022-12-30 00:00:00,second-level-domain,health-human-services,yesmeanstest.org,1112
2022-12-30 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,1173
2022-12-30 00:00:00,second-level-domain,health-human-services,usphs.gov,946
2022-12-30 00:00:00,second-level-domain,health-human-services,simplereport.gov,833
2022-12-30 00:00:00,second-level-domain,health-human-services,donaciondeorganos.gov,223
2022-12-30 00:00:00,second-level-domain,health-human-services,girlshealth.gov,246
2022-12-30 00:00:00,second-level-domain,health-human-services,selectagents.gov,231
2022-12-30 00:00:00,second-level-domain,health-human-services,childwelfare.gov,154
2022-12-30 00:00:00,second-level-domain,health-human-services,eldercare.gov,138
2022-12-30 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,132
2022-12-29 00:00:00,second-level-domain,health-human-services,cdc.gov,2274724
2022-12-29 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1634782
2022-12-29 00:00:00,second-level-domain,health-human-services,fda.gov,374430
2022-12-29 00:00:00,second-level-domain,health-human-services,healthcare.gov,356012
2022-12-29 00:00:00,second-level-domain,health-human-services,covid.gov,237266
2022-12-29 00:00:00,second-level-domain,health-human-services,cancer.gov,204989
2022-12-29 00:00:00,second-level-domain,health-human-services,medicare.gov,194884
2022-12-29 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,164716
2022-12-29 00:00:00,second-level-domain,health-human-services,vaccines.gov,149338
2022-12-29 00:00:00,second-level-domain,health-human-services,cms.gov,135309
2022-12-29 00:00:00,second-level-domain,health-human-services,hhs.gov,73947
2022-12-29 00:00:00,second-level-domain,health-human-services,samhsa.gov,42812
2022-12-29 00:00:00,second-level-domain,health-human-services,nih.gov,32975
2022-12-29 00:00:00,second-level-domain,health-human-services,womenshealth.gov,28854
2022-12-29 00:00:00,second-level-domain,health-human-services,genome.gov,27702
2022-12-29 00:00:00,second-level-domain,health-human-services,vacunas.gov,27223
2022-12-29 00:00:00,second-level-domain,health-human-services,medicaid.gov,24349
