date,report_name,report_agency,domain,visits
2020-12-31 00:00:00,second-level-domain,health-human-services,cdc.gov,3911730
2020-12-31 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1076749
2020-12-31 00:00:00,second-level-domain,health-human-services,fda.gov,833939
2020-12-31 00:00:00,second-level-domain,health-human-services,healthcare.gov,201521
2020-12-31 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,143276
2020-12-31 00:00:00,second-level-domain,health-human-services,hhs.gov,124110
2020-12-31 00:00:00,second-level-domain,health-human-services,medicare.gov,118505
2020-12-31 00:00:00,second-level-domain,health-human-services,cms.gov,97426
2020-12-31 00:00:00,second-level-domain,health-human-services,cancer.gov,93055
2020-12-31 00:00:00,second-level-domain,health-human-services,drugabuse.gov,80521
2020-12-31 00:00:00,second-level-domain,health-human-services,nih.gov,70381
2020-12-31 00:00:00,second-level-domain,health-human-services,womenshealth.gov,25290
2020-12-31 00:00:00,second-level-domain,health-human-services,genome.gov,24274
2020-12-31 00:00:00,second-level-domain,health-human-services,grants.gov,23537
2020-12-31 00:00:00,second-level-domain,health-human-services,samhsa.gov,22148
2020-12-31 00:00:00,second-level-domain,health-human-services,vaccines.gov,19973
2020-12-31 00:00:00,second-level-domain,health-human-services,health.gov,16767
2020-12-31 00:00:00,second-level-domain,health-human-services,medicaid.gov,15864
2020-12-31 00:00:00,second-level-domain,health-human-services,ihs.gov,13689
2020-12-31 00:00:00,second-level-domain,health-human-services,hiv.gov,11675
2020-12-31 00:00:00,second-level-domain,health-human-services,fatherhood.gov,11415
2020-12-31 00:00:00,second-level-domain,health-human-services,foodsafety.gov,10404
2020-12-31 00:00:00,second-level-domain,health-human-services,ahrq.gov,9006
2020-12-31 00:00:00,second-level-domain,health-human-services,hrsa.gov,7624
2020-12-31 00:00:00,second-level-domain,health-human-services,smokefree.gov,3797
2020-12-31 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,3728
2020-12-31 00:00:00,second-level-domain,health-human-services,healthypeople.gov,3531
2020-12-31 00:00:00,second-level-domain,health-human-services,healthdata.gov,3499
2020-12-31 00:00:00,second-level-domain,health-human-services,uspreventiveservicestaskforce.org,3356
2020-12-31 00:00:00,second-level-domain,health-human-services,stopbullying.gov,3225
2020-12-31 00:00:00,second-level-domain,health-human-services,healthit.gov,3058
2020-12-31 00:00:00,second-level-domain,health-human-services,insurekidsnow.gov,2802
2020-12-31 00:00:00,second-level-domain,health-human-services,acl.gov,2297
2020-12-31 00:00:00,second-level-domain,health-human-services,mentalhealth.gov,2249
2020-12-31 00:00:00,second-level-domain,health-human-services,childcare.gov,1720
2020-12-31 00:00:00,second-level-domain,health-human-services,findtreatment.gov,1705
2020-12-31 00:00:00,second-level-domain,health-human-services,organdonor.gov,1482
2020-12-31 00:00:00,second-level-domain,health-human-services,usphs.gov,1091
2020-12-31 00:00:00,second-level-domain,health-human-services,mymedicare.gov,710
2020-12-31 00:00:00,second-level-domain,health-human-services,girlshealth.gov,575
2020-12-31 00:00:00,second-level-domain,health-human-services,psc.gov,226
2020-12-31 00:00:00,second-level-domain,health-human-services,collegedrinkingprevention.gov,197
2020-12-31 00:00:00,second-level-domain,health-human-services,selectagents.gov,186
2020-12-31 00:00:00,second-level-domain,health-human-services,childwelfare.gov,165
2020-12-31 00:00:00,second-level-domain,health-human-services,eldercare.gov,133
2020-12-30 00:00:00,second-level-domain,health-human-services,cdc.gov,4885937
2020-12-30 00:00:00,second-level-domain,health-human-services,medlineplus.gov,1477498
2020-12-30 00:00:00,second-level-domain,health-human-services,fda.gov,579379
2020-12-30 00:00:00,second-level-domain,health-human-services,healthcare.gov,213828
2020-12-30 00:00:00,second-level-domain,health-human-services,clinicaltrials.gov,199494
2020-12-30 00:00:00,second-level-domain,health-human-services,hhs.gov,163482
2020-12-30 00:00:00,second-level-domain,health-human-services,medicare.gov,159440
2020-12-30 00:00:00,second-level-domain,health-human-services,cancer.gov,131956
2020-12-30 00:00:00,second-level-domain,health-human-services,cms.gov,130471
2020-12-30 00:00:00,second-level-domain,health-human-services,nih.gov,93718
2020-12-30 00:00:00,second-level-domain,health-human-services,drugabuse.gov,84657
2020-12-30 00:00:00,second-level-domain,health-human-services,genome.gov,32918
2020-12-30 00:00:00,second-level-domain,health-human-services,womenshealth.gov,32413
2020-12-30 00:00:00,second-level-domain,health-human-services,samhsa.gov,28741
2020-12-30 00:00:00,second-level-domain,health-human-services,grants.gov,27166
2020-12-30 00:00:00,second-level-domain,health-human-services,health.gov,25401
2020-12-30 00:00:00,second-level-domain,health-human-services,medicaid.gov,23199
2020-12-30 00:00:00,second-level-domain,health-human-services,vaccines.gov,23048
2020-12-30 00:00:00,second-level-domain,health-human-services,ahrq.gov,20695
2020-12-30 00:00:00,second-level-domain,health-human-services,ihs.gov,19851
2020-12-30 00:00:00,second-level-domain,health-human-services,hiv.gov,16898
2020-12-30 00:00:00,second-level-domain,health-human-services,fatherhood.gov,12911
2020-12-30 00:00:00,second-level-domain,health-human-services,foodsafety.gov,10887
2020-12-30 00:00:00,second-level-domain,health-human-services,hrsa.gov,10180
2020-12-30 00:00:00,second-level-domain,health-human-services,healthdata.gov,7536
2020-12-30 00:00:00,second-level-domain,health-human-services,cuidadodesalud.gov,6497
2020-12-30 00:00:00,second-level-domain,health-human-services,healthypeople.gov,4843
